Id,Area (ABD),Diameter (ABD),Volume (ABD),Diameter (ESD),Volume (ESD),Length,Width,Aspect Ratio,Transparency,Intensity,Sigma Intensity,Sum Intensity,Compactness,Elongation,Perimeter,Convex Perimeter,Roughness,Feret Max Angle,PPC,Ch1 Peak,Ch1 TOF,Ch2 Peak,Ch2 TOF,Ch3 Peak,Ch3 TOF,Avg Red,Avg Green,Avg Blue,Red Green Ratio,Blue Green,Red Blue Ratio,CaptureX,CaptureY,SaveX,SaveY,PixelW,PixelH,Cal Const,Timestamp,Filename
646,402.39,22.64,6.07e+003,25.97,9.17e+003,28.38,22.96,0.81,0.13,79.80,29.61,11013.00,2.25,4.85,106.60,81.63,1.31,-40.00,1.00,188.00,4151.00,244.00,1794.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,821,352,715,0,75,75,1.7076,"2008-03-11 16:07:00.648",S04.2008-03-10.300F4X3_000009.tif
647,434.47,23.52,6.81e+003,30.34,1.46e+004,34.55,25.61,0.74,0.22,76.56,32.37,11408.00,3.89,10.14,145.82,95.38,1.53,80.00,1.00,231.00,26.00,254.00,1195.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,316,792,0,75,80,1.7076,"2008-03-11 16:07:02.761",S04.2008-03-10.300F4X3_000009.tif
648,472.38,24.52,7.72e+003,39.76,3.29e+004,55.69,17.34,0.31,0.38,44.85,14.21,7266.00,3.76,9.71,149.41,124.97,1.20,-70.00,1.00,178.00,2373.00,262.00,1803.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,949,110,869,0,73,91,1.7076,"2008-03-11 16:07:05.074",S04.2008-03-10.300F4X3_000009.tif
649,793.12,31.78,1.68e+004,60.67,1.17e+005,88.91,18.78,0.21,0.48,48.06,13.92,13072.00,4.65,12.53,215.30,190.73,1.13,-85.00,1.00,186.00,587.00,229.00,9379.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189,137,944,0,71,112,1.7076,"2008-03-11 16:07:07.497",S04.2008-03-10.300F4X3_000009.tif
650,419.89,23.12,6.47e+003,29.63,1.36e+004,36.91,20.17,0.55,0.22,85.65,35.25,12333.00,2.79,6.60,121.26,93.15,1.30,-75.00,1.00,213.00,1917.00,241.00,5353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,384,698,0,114,73,69,1.7076,"2008-03-11 16:07:09.781",S04.2008-03-10.300F4X3_000009.tif
651,387.81,22.22,5.75e+003,30.11,1.43e+004,38.21,20.90,0.55,0.26,76.92,39.25,10231.00,4.21,11.14,143.24,94.66,1.51,-80.00,1.00,202.00,1802.00,238.00,1870.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,559,75,114,73,82,1.7076,"2008-03-11 16:07:10.432",S04.2008-03-10.300F4X3_000009.tif
652,393.65,22.39,5.88e+003,27.44,1.08e+004,34.33,17.23,0.50,0.18,98.95,37.07,13358.00,1.77,3.27,93.70,86.27,1.09,-85.00,1.00,192.00,4133.00,243.00,5232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,506,150,114,72,80,1.7076,"2008-03-11 16:07:11.123",S04.2008-03-10.300F4X3_000009.tif
653,1265.50,40.14,3.39e+004,51.13,7.00e+004,59.06,44.40,0.75,0.21,106.56,39.29,46248.00,3.32,8.30,229.62,160.72,1.43,-55.00,1.00,199.00,6454.00,263.00,1187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,751,46,224,114,86,88,1.7076,"2008-03-11 16:07:13.817",S04.2008-03-10.300F4X3_000009.tif
654,475.29,24.60,7.79e+003,31.53,1.64e+004,41.10,20.07,0.49,0.22,95.20,39.85,15517.00,2.83,6.73,129.92,99.10,1.31,-70.00,1.00,199.00,6454.00,263.00,1187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,412,79,312,114,75,83,1.7076,"2008-03-11 16:07:13.817",S04.2008-03-10.300F4X3_000009.tif
655,481.12,24.75,7.94e+003,30.16,1.44e+004,31.96,27.39,0.86,0.18,91.25,35.95,15057.00,2.51,5.72,123.26,94.81,1.30,-75.00,1.00,177.00,1834.00,238.00,563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,726,605,389,114,77,78,1.7076,"2008-03-11 16:07:14.007",S04.2008-03-10.300F4X3_000009.tif
656,454.88,24.07,7.30e+003,27.58,1.10e+004,30.78,22.59,0.73,0.13,98.99,40.91,15442.00,1.92,3.77,104.77,86.70,1.21,5.00,1.00,220.00,1215.00,247.00,4089.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,747,640,468,114,78,75,1.7076,"2008-03-11 16:07:15.239",S04.2008-03-10.300F4X3_000009.tif
657,597.76,27.59,1.10e+004,35.03,2.25e+004,37.93,31.41,0.83,0.21,90.99,37.42,18653.00,3.44,8.68,160.66,110.13,1.46,-45.00,1.00,192.00,1819.00,230.00,4126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,771,654,548,114,79,81,1.7076,"2008-03-11 16:07:16.711",S04.2008-03-10.300F4X3_000009.tif
658,230.36,17.13,2.63e+003,30.77,1.53e+004,45.43,8.00,0.18,0.44,57.70,17.95,4558.00,3.58,9.13,101.77,96.73,1.05,50.00,1.00,183.00,520.00,262.00,506.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,451,381,629,114,77,81,1.7076,"2008-03-11 16:07:17.592",S04.2008-03-10.300F4X3_000009.tif
659,647.33,28.71,1.24e+004,34.31,2.11e+004,38.22,26.57,0.70,0.16,84.35,38.22,18725.00,3.09,7.59,158.66,107.84,1.47,-35.00,1.00,212.00,6996.00,251.00,7606.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,811,493,708,114,78,79,1.7076,"2008-03-11 16:07:18.053",S04.2008-03-10.300F4X3_000009.tif
660,384.90,22.14,5.68e+003,34.44,2.14e+004,46.23,17.08,0.37,0.36,61.37,26.03,8101.00,4.38,11.68,145.58,108.25,1.34,85.00,1.00,364.00,2.00,207.00,1782.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,411,268,788,114,70,87,1.7076,"2008-03-11 16:07:25.804",S04.2008-03-10.300F4X3_000009.tif
661,419.89,23.12,6.47e+003,26.88,1.02e+004,33.16,19.80,0.60,0.14,106.59,38.75,15349.00,1.63,2.75,92.70,84.49,1.10,75.00,1.00,341.00,11750.00,260.00,5781.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,948,341,860,114,72,79,1.7076,"2008-03-11 16:07:26.084",S04.2008-03-10.300F4X3_000009.tif
662,486.95,24.90,8.08e+003,30.92,1.55e+004,36.91,24.25,0.66,0.19,66.29,26.71,11071.00,3.67,9.42,149.83,97.19,1.54,40.00,1.00,194.00,2464.00,249.00,7692.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,875,708,934,114,80,59,1.7076,"2008-03-11 16:07:32.784",S04.2008-03-10.300F4X3_000009.tif
663,332.41,20.57,4.56e+003,27.58,1.10e+004,31.52,22.55,0.72,0.25,60.01,26.35,6841.00,10.03,29.48,204.71,86.71,2.36,75.00,1.00,200.00,6363.00,230.00,626.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139,320,0,204,74,78,1.7076,"2008-03-11 16:07:34.606",S04.2008-03-10.300F4X3_000009.tif
664,457.80,24.14,7.37e+003,30.68,1.51e+004,34.09,27.70,0.81,0.21,97.68,43.96,15335.00,3.53,8.99,142.58,96.43,1.48,70.00,1.00,192.00,567.00,255.00,1784.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,518,152,76,204,77,79,1.7076,"2008-03-11 16:07:34.817",S04.2008-03-10.300F4X3_000009.tif
665,422.81,23.20,6.54e+003,26.19,9.41e+003,28.70,23.44,0.82,0.11,80.61,40.02,11688.00,2.20,4.69,108.01,82.33,1.31,-70.00,1.00,385.00,1.00,259.00,353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,469,239,155,204,75,76,1.7076,"2008-03-11 16:07:38.702",S04.2008-03-10.300F4X3_000009.tif
666,653.16,28.84,1.26e+004,35.08,2.26e+004,41.57,26.12,0.63,0.18,93.79,38.95,21009.00,2.22,4.76,134.92,110.27,1.22,80.00,1.00,213.00,640.00,286.00,2355.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,653,380,232,204,76,84,1.7076,"2008-03-11 16:07:39.674",S04.2008-03-10.300F4X3_000009.tif
667,326.58,20.39,4.44e+003,25.81,9.01e+003,29.22,18.03,0.62,0.21,95.41,40.14,10686.00,2.32,5.08,97.53,81.15,1.20,-5.00,1.00,307.00,0.00,219.00,1104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,899,613,310,204,77,72,1.7076,"2008-03-11 16:07:40.034",S04.2008-03-10.300F4X3_000009.tif
668,1548.34,44.40,4.58e+004,59.39,1.10e+005,65.87,46.74,0.71,0.25,81.85,34.51,43460.00,6.06,16.99,343.46,186.70,1.84,25.00,1.00,259.00,24.00,240.00,882.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,208,389,204,98,88,1.7076,"2008-03-11 16:07:40.525",S04.2008-03-10.300F4X3_000009.tif
669,463.63,24.30,7.51e+003,27.35,1.07e+004,33.19,23.10,0.70,0.11,94.81,41.30,15075.00,1.88,3.64,104.77,85.97,1.22,40.00,1.00,187.00,64.00,296.00,2979.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,708,1,489,204,76,52,1.7076,"2008-03-11 16:07:42.638",S04.2008-03-10.300F4X3_000009.tif
670,274.09,18.68,3.41e+003,27.76,1.12e+004,38.21,14.87,0.39,0.33,85.70,41.04,8056.00,3.28,8.20,106.36,87.27,1.22,-80.00,1.00,207.00,650.00,225.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,229,542,567,204,69,82,1.7076,"2008-03-11 16:07:43.740",S04.2008-03-10.300F4X3_000009.tif
671,349.91,21.11,4.92e+003,25.42,8.60e+003,31.19,15.26,0.49,0.17,87.02,36.07,10442.00,1.89,3.68,91.28,79.92,1.14,80.00,1.00,182.00,6968.00,258.00,573.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,686,344,638,204,69,78,1.7076,"2008-03-11 16:07:45.773",S04.2008-03-10.300F4X3_000009.tif
672,376.15,21.88,5.49e+003,25.69,8.88e+003,29.97,20.99,0.70,0.15,97.21,37.40,12540.00,1.80,3.36,92.28,80.76,1.14,25.00,1.00,335.00,11518.00,277.00,7052.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,308,607,709,204,76,74,1.7076,"2008-03-11 16:07:47.335",S04.2008-03-10.300F4X3_000009.tif
673,367.40,21.63,5.30e+003,27.99,1.15e+004,33.07,20.54,0.62,0.23,78.10,37.70,9841.00,2.29,4.99,102.77,87.98,1.17,20.00,1.00,229.00,7628.00,270.00,5782.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,857,6,787,204,79,73,1.7076,"2008-03-11 16:07:49.358",S04.2008-03-10.300F4X3_000009.tif
674,384.90,22.14,5.68e+003,73.26,2.06e+005,112.73,8.54,0.08,0.70,36.50,6.83,4818.00,12.16,36.18,242.55,230.29,1.05,85.00,1.00,258.00,1203.00,265.00,3001.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,838,337,868,204,65,126,1.7076,"2008-03-11 16:07:50.109",S04.2008-03-10.300F4X3_000009.tif
675,157.46,14.16,1.49e+003,25.79,8.98e+003,36.91,6.54,0.18,0.45,77.74,30.55,4198.00,3.71,9.55,85.69,81.08,1.06,50.00,1.00,258.00,1203.00,265.00,3001.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,552,514,935,204,76,77,1.7076,"2008-03-11 16:07:50.109",S04.2008-03-10.300F4X3_000009.tif
676,571.52,26.98,1.03e+004,32.02,1.72e+004,34.53,29.22,0.85,0.16,85.38,35.62,16735.00,2.84,6.79,142.92,100.66,1.42,-60.00,1.00,207.00,2951.00,237.00,528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,766,289,0,332,78,78,1.7076,"2008-03-11 16:07:52.272",S04.2008-03-10.300F4X3_000009.tif
677,218.69,16.69,2.43e+003,26.28,9.50e+003,36.06,14.54,0.40,0.36,47.73,21.77,3580.00,7.19,20.54,140.58,82.60,1.70,-65.00,1.00,239.00,1494.00,237.00,2313.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,757,650,80,332,71,79,1.7076,"2008-03-11 16:07:53.313",S04.2008-03-10.300F4X3_000009.tif
678,428.64,23.36,6.68e+003,29.89,1.40e+004,33.79,23.91,0.71,0.22,61.82,24.48,9087.00,6.24,17.56,183.39,93.96,1.95,65.00,1.00,219.00,89.00,243.00,9592.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,328,108,153,332,74,78,1.7076,"2008-03-11 16:07:54.936",S04.2008-03-10.300F4X3_000009.tif
679,262.43,18.28,3.20e+003,26.00,9.20e+003,34.33,13.66,0.40,0.30,81.41,34.25,7327.00,2.84,6.76,96.70,81.73,1.18,-85.00,1.00,219.00,89.00,243.00,9592.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,633,147,229,332,68,80,1.7076,"2008-03-11 16:07:54.936",S04.2008-03-10.300F4X3_000009.tif
680,253.68,17.97,3.04e+003,25.46,8.64e+003,29.50,18.78,0.64,0.29,47.60,18.72,4141.00,8.20,23.71,161.66,80.03,2.02,-10.00,1.00,201.00,1201.00,237.00,705.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,823,442,299,332,77,71,1.7076,"2008-03-11 16:07:57.279",S04.2008-03-10.300F4X3_000009.tif
681,428.64,23.36,6.68e+003,28.15,1.17e+004,33.61,20.49,0.61,0.17,89.97,39.56,13226.00,2.79,6.63,122.68,88.50,1.39,-15.00,1.00,218.00,1281.00,292.00,1795.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,751,18,378,332,79,72,1.7076,"2008-03-11 16:07:57.790",S04.2008-03-10.300F4X3_000009.tif
682,256.60,18.08,3.09e+003,25.61,8.80e+003,34.85,13.49,0.39,0.29,71.61,30.25,6302.00,3.26,8.12,102.53,80.52,1.27,-80.00,1.00,201.00,637.00,273.00,5790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,820,391,459,332,69,80,1.7076,"2008-03-11 16:07:58.551",S04.2008-03-10.300F4X3_000009.tif
683,600.67,27.66,1.11e+004,32.23,1.75e+004,37.35,24.46,0.65,0.14,107.27,41.60,22097.00,1.74,3.15,114.60,101.31,1.13,-75.00,1.00,192.00,734.00,225.00,4160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,593,412,530,332,75,81,1.7076,"2008-03-11 16:07:58.821",S04.2008-03-10.300F4X3_000009.tif
684,335.33,20.66,4.62e+003,25.49,8.68e+003,29.87,20.99,0.70,0.19,77.43,32.55,8904.00,2.96,7.15,111.60,80.14,1.39,75.00,1.00,205.00,1792.00,286.00,1249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,805,502,607,332,74,77,1.7076,"2008-03-11 16:08:02.086",S04.2008-03-10.300F4X3_000009.tif
685,437.38,23.60,6.88e+003,38.00,2.87e+004,53.04,17.08,0.32,0.38,85.66,36.95,12849.00,3.63,9.31,141.34,119.45,1.18,85.00,1.00,171.00,9961.00,281.00,1151.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60,343,683,332,70,91,1.7076,"2008-03-11 16:08:02.366",S04.2008-03-10.300F4X3_000009.tif
686,367.40,21.63,5.30e+003,29.30,1.32e+004,36.53,20.36,0.56,0.26,77.56,36.85,9772.00,2.82,6.70,114.02,92.10,1.24,-10.00,1.00,226.00,3599.00,238.00,8237.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190,531,755,332,81,72,1.7076,"2008-03-11 16:08:06.132",S04.2008-03-10.300F4X3_000009.tif
687,437.38,23.60,6.88e+003,31.05,1.57e+004,34.09,25.54,0.75,0.24,84.92,42.71,12738.00,7.53,21.62,203.47,97.61,2.08,70.00,1.00,188.00,7699.00,227.00,1215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,506,46,838,332,76,79,1.7076,"2008-03-11 16:08:08.035",S04.2008-03-10.300F4X3_000009.tif
688,434.47,23.52,6.81e+003,26.30,9.52e+003,33.07,18.78,0.57,0.11,89.48,37.57,13332.00,1.40,1.86,87.45,82.67,1.06,-70.00,1.00,214.00,16498.00,263.00,6374.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495,250,916,332,71,78,1.7076,"2008-03-11 16:08:09.927",S04.2008-03-10.300F4X3_000009.tif
689,338.24,20.75,4.68e+003,25.05,8.23e+003,31.19,18.42,0.59,0.17,83.04,35.62,9633.00,2.50,5.69,103.18,78.74,1.31,-10.00,1.00,249.00,33.00,220.00,1030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,734,639,0,425,78,71,1.7076,"2008-03-11 16:08:10.678",S04.2008-03-10.300F4X3_000009.tif
690,227.44,17.02,2.58e+003,38.20,2.92e+004,58.29,6.96,0.12,0.55,49.99,15.11,3899.00,5.86,16.35,129.43,120.09,1.08,-85.00,1.00,242.00,3.00,220.00,16173.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,309,181,80,425,65,94,1.7076,"2008-03-11 16:08:14.494",S04.2008-03-10.300F4X3_000009.tif
691,545.27,26.35,9.58e+003,30.57,1.50e+004,38.21,18.78,0.49,0.14,79.84,35.46,14930.00,1.64,2.79,105.94,96.10,1.10,10.00,1.00,210.00,0.00,234.00,11626.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118,492,147,425,82,71,1.7076,"2008-03-11 16:08:15.726",S04.2008-03-10.300F4X3_000009.tif
692,396.56,22.47,5.94e+003,25.16,8.34e+003,27.82,21.03,0.76,0.11,100.17,39.80,13623.00,1.95,3.86,98.53,79.10,1.25,80.00,1.00,210.00,10012.00,231.00,5212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,658,379,231,425,74,76,1.7076,"2008-03-11 16:08:20.182",S04.2008-03-10.300F4X3_000009.tif
693,653.16,28.84,1.26e+004,40.01,3.35e+004,46.91,34.15,0.73,0.28,69.02,29.61,15461.00,6.69,18.95,234.28,125.77,1.86,80.00,1.00,208.00,431.00,238.00,21030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146,651,307,425,80,87,1.7076,"2008-03-11 16:08:21.113",S04.2008-03-10.300F4X3_000009.tif
694,419.89,23.12,6.47e+003,25.98,9.18e+003,28.38,20.49,0.72,0.11,119.67,40.36,17233.00,1.55,2.47,90.45,81.66,1.11,40.00,1.00,227.00,7701.00,232.00,630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,830,223,389,425,76,72,1.7076,"2008-03-11 16:08:25.199",S04.2008-03-10.300F4X3_000009.tif
695,379.07,21.97,5.55e+003,26.14,9.35e+003,29.87,21.69,0.73,0.16,96.48,42.96,12543.00,1.92,3.77,95.70,82.18,1.16,-15.00,1.00,227.00,10009.00,263.00,1749.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,929,16,467,425,77,73,1.7076,"2008-03-11 16:08:25.950",S04.2008-03-10.300F4X3_000009.tif
696,1589.16,44.98,4.77e+004,53.37,7.96e+004,65.95,40.15,0.61,0.16,97.57,37.70,53174.00,3.26,8.11,255.08,167.78,1.52,-15.00,1.00,238.00,4070.00,225.00,1634.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125,1,546,425,97,72,1.7076,"2008-03-11 16:08:26.261",S04.2008-03-10.300F4X3_000009.tif
697,743.55,30.77,1.53e+004,41.05,3.62e+004,49.06,31.37,0.64,0.25,107.77,41.90,27482.00,3.68,9.45,185.39,129.03,1.44,65.00,1.00,238.00,4070.00,225.00,1634.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,453,130,645,425,83,86,1.7076,"2008-03-11 16:08:26.261",S04.2008-03-10.300F4X3_000009.tif
698,6275.01,89.38,3.74e+005,119.12,8.85e+005,153.35,79.86,0.52,0.25,114.39,43.67,246177.00,11.06,32.73,934.07,374.47,2.49,-10.00,1.00,308.00,2338.00,212.00,4177.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,564,39,730,425,148,112,1.7076,"2008-03-11 16:08:26.531",S04.2008-03-10.300F4X3_000009.tif
699,381.98,22.05,5.62e+003,27.15,1.05e+004,32.48,18.78,0.58,0.19,95.46,33.96,12505.00,2.40,5.36,107.36,85.35,1.26,85.00,1.00,308.00,2338.00,212.00,4177.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,606,524,880,425,71,79,1.7076,"2008-03-11 16:08:26.531",S04.2008-03-10.300F4X3_000009.tif
700,402.39,22.64,6.07e+003,28.61,1.23e+004,32.48,23.91,0.74,0.21,78.03,37.03,10768.00,4.64,12.51,153.24,89.93,1.70,-55.00,1.00,228.00,9439.00,232.00,3529.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,968,288,953,425,55,78,1.7076,"2008-03-11 16:08:26.822",S04.2008-03-10.300F4X3_000009.tif
701,1574.58,44.78,4.70e+004,54.57,8.51e+004,59.11,47.81,0.81,0.18,104.91,43.11,56654.00,5.28,14.52,323.21,171.55,1.88,60.00,1.00,228.00,9439.00,232.00,3529.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,483,411,0,539,93,92,1.7076,"2008-03-11 16:08:26.822",S04.2008-03-10.300F4X3_000009.tif
702,828.11,32.47,1.79e+004,35.24,2.29e+004,41.42,25.76,0.62,0.08,113.72,46.82,32296.00,1.44,2.04,122.50,110.79,1.11,-65.00,1.00,383.00,0.00,331.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709,274,95,539,80,82,1.7076,"2008-03-11 16:08:27.052",S04.2008-03-10.300F4X3_000009.tif
703,373.23,21.80,5.42e+003,30.64,1.51e+004,36.28,24.36,0.67,0.29,80.51,39.86,10305.00,3.99,10.43,136.75,96.33,1.42,-70.00,1.00,204.00,3478.00,230.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,394,110,177,539,75,80,1.7076,"2008-03-11 16:08:27.783",S04.2008-03-10.300F4X3_000009.tif
704,542.36,26.28,9.50e+003,28.70,1.24e+004,33.07,22.83,0.69,0.08,106.55,40.74,19818.00,1.34,1.59,95.70,90.21,1.06,-20.00,1.00,175.00,39.00,261.00,582.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,415,533,254,539,79,74,1.7076,"2008-03-11 16:08:28.013",S04.2008-03-10.300F4X3_000009.tif
705,425.72,23.28,6.61e+003,29.65,1.37e+004,36.26,19.60,0.54,0.21,104.89,43.57,15314.00,2.35,5.20,112.19,93.22,1.20,-55.00,1.00,303.00,1997.00,212.00,4728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414,334,335,539,78,78,1.7076,"2008-03-11 16:08:28.594",S04.2008-03-10.300F4X3_000009.tif
706,586.10,27.32,1.07e+004,31.15,1.58e+004,36.89,24.65,0.67,0.12,109.75,39.64,22059.00,1.84,3.50,116.43,97.91,1.19,-25.00,1.00,303.00,1997.00,212.00,4728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,705,533,415,539,80,76,1.7076,"2008-03-11 16:08:28.594",S04.2008-03-10.300F4X3_000009.tif
707,737.72,30.65,1.51e+004,33.59,1.99e+004,39.00,28.32,0.73,0.09,120.50,52.28,30486.00,1.85,3.52,130.92,105.61,1.24,-75.00,1.00,227.00,420.00,254.00,525.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219,114,497,539,78,82,1.7076,"2008-03-11 16:08:28.804",S04.2008-03-10.300F4X3_000009.tif
708,352.82,21.20,4.99e+003,27.74,1.12e+004,35.39,18.07,0.51,0.24,101.29,41.38,12256.00,2.79,6.61,111.19,87.20,1.28,30.00,1.00,205.00,662.00,265.00,2831.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,447,1,577,539,79,73,1.7076,"2008-03-11 16:08:29.285",S04.2008-03-10.300F4X3_000009.tif
709,367.40,21.63,5.30e+003,25.43,8.61e+003,30.78,16.66,0.54,0.15,130.22,48.74,16408.00,1.57,2.52,85.04,79.94,1.06,-5.00,1.00,205.00,662.00,265.00,2831.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,472,475,658,539,78,70,1.7076,"2008-03-11 16:08:29.285",S04.2008-03-10.300F4X3_000009.tif
710,868.94,33.26,1.93e+004,38.92,3.09e+004,46.38,33.93,0.73,0.15,118.34,46.69,35265.00,2.12,4.44,152.24,122.34,1.24,45.00,1.00,266.00,3819.00,237.00,2358.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431,192,738,539,81,81,1.7076,"2008-03-11 16:08:29.876",S04.2008-03-10.300F4X3_000009.tif
711,507.37,25.42,8.60e+003,26.87,1.02e+004,29.22,23.33,0.80,0.05,123.55,49.52,21497.00,1.28,1.14,90.28,84.48,1.07,-5.00,1.00,177.00,3676.00,260.00,1190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,451,362,821,539,77,75,1.7076,"2008-03-11 16:08:30.076",S04.2008-03-10.300F4X3_000009.tif
712,437.38,23.60,6.88e+003,28.52,1.21e+004,32.87,20.49,0.62,0.17,106.29,39.74,15943.00,2.15,4.54,108.77,89.65,1.21,80.00,1.00,179.00,2429.00,260.00,5352.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,579,567,900,539,72,79,1.7076,"2008-03-11 16:08:31.739",S04.2008-03-10.300F4X3_000009.tif
713,1078.88,37.06,2.67e+004,45.80,5.03e+004,54.08,34.15,0.63,0.19,122.53,41.50,45336.00,2.02,4.10,165.49,143.96,1.15,70.00,1.00,191.00,6289.00,226.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,832,196,0,633,80,91,1.7076,"2008-03-11 16:08:31.939",S04.2008-03-10.300F4X3_000009.tif
714,396.56,22.47,5.94e+003,29.60,1.36e+004,38.56,18.82,0.49,0.24,92.18,41.80,12536.00,2.67,6.21,115.26,93.04,1.24,15.00,1.00,182.00,4078.00,244.00,2376.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45,586,82,633,82,72,1.7076,"2008-03-11 16:08:32.530",S04.2008-03-10.300F4X3_000009.tif
715,405.31,22.72,6.14e+003,25.22,8.40e+003,29.50,19.97,0.68,0.10,127.40,51.61,17709.00,1.52,2.33,87.87,79.29,1.11,-80.00,1.00,205.00,1130.00,264.00,6487.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,664,133,166,633,72,77,1.7076,"2008-03-11 16:08:32.880",S04.2008-03-10.300F4X3_000009.tif
716,1180.94,38.78,3.05e+004,45.58,4.96e+004,56.04,29.56,0.53,0.15,118.44,36.75,47969.00,2.57,5.92,195.47,143.28,1.36,45.00,1.00,205.00,1130.00,264.00,6487.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505,180,240,633,84,90,1.7076,"2008-03-11 16:08:32.880",S04.2008-03-10.300F4X3_000009.tif
717,580.26,27.18,1.05e+004,32.95,1.87e+004,40.41,25.86,0.64,0.17,111.52,36.94,22192.00,2.17,4.59,125.68,103.57,1.21,50.00,1.00,205.00,1130.00,264.00,6487.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,882,275,326,633,78,80,1.7076,"2008-03-11 16:08:32.880",S04.2008-03-10.300F4X3_000009.tif
